用户,转发数,评论数,点赞数,评论
电竞瓜友,50,65,176,#LPL与KPL能否相互成就# 先说我最明确的一个观点，遇到问题不反思自己、老从别人身上找原因隔空碰瓷的，有一个算一个，全是彻头彻尾的loser没错说的就是你们，说独苗JDG没了之后怪KPL把有天赋的年轻人都吸引去了的那些人有竞争一直是件好事。有旗鼓相当的对手，才会有压力，有压力才 ...全文
电竞赛事大围观,0,0,0,#英雄联盟##游戏#uzi把ad位置抬的高了，现在JDG败T1，LPL最后能拿得出手的位置也没了。 电竞赛事大围观的微博视频 
小爽爽萌萌哒,0,0,0,wrl冷知识：JDG端游和手游的打野都是今天生日 
玩加电竞LOL,119,35,152,【外媒统计：JDG vs T1比赛收视率高达223万】据外媒统计，本届全球总决赛目前的最高收视率为JDG vs T1的比赛，其收视率高达223万，DRX vs GEN的比赛收视率为194万紧随其后。cr.Esports Charts#英雄联盟S12# #2022全球总决赛# 
JDG快递小哥,28,61,326,【#京人前线# 】值日生：@JDG_Missing 沉浸在手机里的咪神#坚定你所相信# 
LOL手游小虎宝,2,2,5,#JDG手游五连胜# 赛后群访#JDG击败TT#再次恭喜@JDG英雄联盟手游 拿下五连胜～大家对于比赛都十分有自信！今天的三比零也在意料之中！一起来看看赛后采访吧！英雄联盟手游赛事 LOL手游小虎宝的微博视频 
无言游戏,0,0,1,第三局赛果，恭喜JDG拿下本场比赛，并且获得手游五连胜啦！TT 0:3 JDG#JDG手游五连胜##JDG击败TT# 
黑风海底阴暗爬行的鲶鱼精,0,3,6,JDG转会期还没到呢搁这把成员去哪都安排好了 真有你们的 
17173电竞,0,0,0,#TT对阵JDG# 赛果TT 0:3 JDG第三局MVP：JDG_飞白#WRL2##英雄联盟手游# 
王东来又回来了,0,0,1,#JDG手游五连胜##JDG击败TT##WRL2# 经历了前两局的失败， TT 可能是已经破罐子破摔了，而 JDG 也在击败 TT 后赢得比赛的胜利。其实从这几天的比赛中也可以看得出来，JDG的整体实力一直是非常在线的，而自从他们在前面失利之后迅速调整战术，也让 JDG 在接下来的比赛里发挥出非常大的优势，打得非常 ...全文
王东来又回来了,0,0,0,#TT对阵JDG##WRL2# 第 2 局 TT 非常头铁又拿出了和第 1 局几乎一样的阵容，结果被 JDG 继续吊打。其实从这场比赛可以看得出来， TT 对于这套阵容绝对是练过的，而且应该是他们比较自信的阵容，可能他们觉得第 1 局之所以没有赢得胜利，关键是自己这边没有配合好，所以第 2 局他们一定要再拿一套这样 ...全文
王东来又回来了,0,0,0,#TT对阵JDG##WRL2# 第 1 局 JDG 表现出的绝对统治力，可以说是其赢得胜利最关键的因素。在 bp 阶段其实就看得出来， TT 选了一个非常不常见的打法类型，虽然英雄都比较强力，不过看起来没有磨合过，所以在比赛中没有办法发挥出这些强力英雄的绝对优势，而 JDG 选的英雄相对传统操作上就占有优势了。 ...全文
17173电竞,0,0,0,#TT对阵JDG# 赛果TT 0:3 JDG第三局MVP：JDG_飞白#WRL2##英雄联盟手游# 
王东来又回来了,0,0,1,#JDG手游五连胜##JDG击败TT##WRL2# 经历了前两局的失败， TT 可能是已经破罐子破摔了，而 JDG 也在击败 TT 后赢得比赛的胜利。其实从这几天的比赛中也可以看得出来，JDG的整体实力一直是非常在线的，而自从他们在前面失利之后迅速调整战术，也让 JDG 在接下来的比赛里发挥出非常大的优势，打得非常 ...全文
王东来又回来了,0,0,0,#TT对阵JDG##WRL2# 第 2 局 TT 非常头铁又拿出了和第 1 局几乎一样的阵容，结果被 JDG 继续吊打。其实从这场比赛可以看得出来， TT 对于这套阵容绝对是练过的，而且应该是他们比较自信的阵容，可能他们觉得第 1 局之所以没有赢得胜利，关键是自己这边没有配合好，所以第 2 局他们一定要再拿一套这样 ...全文
王东来又回来了,0,0,0,#TT对阵JDG##WRL2# 第 1 局 JDG 表现出的绝对统治力，可以说是其赢得胜利最关键的因素。在 bp 阶段其实就看得出来， TT 选了一个非常不常见的打法类型，虽然英雄都比较强力，不过看起来没有磨合过，所以在比赛中没有办法发挥出这些强力英雄的绝对优势，而 JDG 选的英雄相对传统操作上就占有优势了。 ...全文
兔玩游戏,2,11,61,【#中韩对抗赛#半决赛：韩国2队 0-2 韩国1队】S12冠军预测（半决赛前）Kramer：GENSwift：DRXCrown：GENRay：JDG或DRX 
王东来又回来了,0,0,0,#TT对阵JDG##WRL2# 旅途中没赶上，那么我就简单的做一做赛后点评吧。从大乱斗这里就可以看出 JDG 对 TT 的压倒性的攻势，因为这种战斗非常考验双方的团战能力而就 JDG 的表现来说，在团战上真的可以说非常强悍， TT 与其还是有很大差距的。所以这也基本上奠定了 JDG 的比赛胜利。 
OPE体育电竞官方,0,0,0,#英雄联盟#提到大主播就不得不说他最近的预测，在外界一致看好JDG的时候，他一波预测直接猜对结果JDG被带走，这次Doinb更是预言，T1将会百分之一百拿到冠军，他表示自己从目前队伍状态来观察DRX虽然有实力，但状态远远没有T1好，只要T1不拉胯基本上延续状态稳定拿冠军。 
王沫沫Cute,0,0,3,【WRL2常规赛】JDG赛后粉丝互动#JDG手游五连胜# #JDG击败TT# #竞燃有我# 王沫沫Cute的微博视频 
LOL手游小虎宝,0,0,0,#WRL2##TT对阵JDG# 第三局赛果TT 0:3 JDG本局MVP：@JDG_飞白 英雄联盟手游赛事 
王沫沫Cute,0,0,4,【WRL2常规赛】JDG赛后采访FEIBAI:就是我们BP的时候被Ban太多中单英雄了#JDG手游五连胜# #JDG击败TT# #竞燃有我# 王沫沫Cute的微博视频 
